"","city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","ndvi_ne_prev","ndvi_nw_prev","ndvi_se_prev","ndvi_sw_prev","precipitation_amt_mm_prev","reanalysis_air_temp_k_prev","reanalysis_avg_temp_k_prev","reanalysis_dew_point_temp_k_prev","reanalysis_max_air_temp_k_prev","reanalysis_min_air_temp_k_prev","reanalysis_precip_amt_kg_per_m2_prev","reanalysis_relative_humidity_percent_prev","reanalysis_sat_precip_amt_mm_prev","reanalysis_specific_humidity_g_per_kg_prev","reanalysis_tdtr_k_prev","station_avg_temp_c_prev","station_diur_temp_rng_c_prev","station_max_temp_c_prev","station_min_temp_c_prev","station_precip_mm_prev","ndvi_ne_2_prev","ndvi_nw_2_prev","ndvi_se_2_prev","ndvi_sw_2_prev","precipitation_amt_mm_2_prev","reanalysis_air_temp_k_2_prev","reanalysis_avg_temp_k_2_prev","reanalysis_dew_point_temp_k_2_prev","reanalysis_max_air_temp_k_2_prev","reanalysis_min_air_temp_k_2_prev","reanalysis_precip_amt_kg_per_m2_2_prev","reanalysis_relative_humidity_percent_2_prev","reanalysis_sat_precip_amt_mm_2_prev","reanalysis_specific_humidity_g_per_kg_2_prev","reanalysis_tdtr_k_2_prev","station_avg_temp_c_2_prev","station_diur_temp_rng_c_2_prev","station_max_temp_c_2_prev","station_min_temp_c_2_prev","station_precip_mm_2_prev","total_cases"
"92","sj",1993,47,"1993-11-26",0.1071,0.1818,0.2600571,0.2705857,91.81,298.571428571,298.678571429,295.255714286,301.1,296.8,118.1,82.1542857143,91.81,16.6614285714,1.87142857143,26.8857142857,6.6,31.7,22.2,46.4,0.17315,0.013825,0.17535,0.1117429,12.5,298.845714286,299.05,295.188571429,301,297.5,70.71,80.3771428571,12.5,16.58,1.84285714286,27.1714285714,6.77142857143,31.7,22.8,48.8,-0.1589,0.0493,0.08248333,0.1696,0,299.228571429,299.35,295.298571429,300.9,297.8,25.6,79.0371428571,0,16.6628571429,2.27142857143,27.6428571429,7.72857142857,32.8,23.3,6.7,25
"93","sj",1993,48,"1993-12-03",0.3572667,-0.0095,0.12734,0.08941429,6.09,298.627142857,298.721428571,294.965714286,300.5,297.2,25.7,80.4657142857,6.09,16.4014285714,2.01428571429,26.7857142857,8.34285714286,33.3,21.1,5.5,0.1071,0.1818,0.2600571,0.2705857,91.81,298.571428571,298.678571429,295.255714286,301.1,296.8,118.1,82.1542857143,91.81,16.6614285714,1.87142857143,26.8857142857,6.6,31.7,22.2,46.4,0.17315,0.013825,0.17535,0.1117429,12.5,298.845714286,299.05,295.188571429,301,297.5,70.71,80.3771428571,12.5,16.58,1.84285714286,27.1714285714,6.77142857143,31.7,22.8,48.8,40
"94","sj",1994,3,"1994-01-22",0.0741,0.1664333,0.151,0.1407143,0,297.912857143,297.942857143,293.37,299.7,296.2,16.4,75.9842857143,0,14.7757142857,2.11428571429,25.0857142857,7.42857142857,30,20,26.6,0.1435,0.0974,0.25425,0.21445,0,297.59,297.692857143,293.721428571,299.6,296,19.4,79.15,0,15.0971428571,2.21428571429,25.4571428571,7.27142857143,29.4,21.1,13.4,-0.1209,0.0193,0.09498571,0.1785143,12.6,298.191428571,298.285714286,293.585714286,300.1,296.3,19.5,75.7428571429,12.6,14.9514285714,2.05714285714,25.5,6.74285714286,29.4,21.1,41,35
"95","sj",1994,4,"1994-01-29",0.0912,-0.1162667,0.1635571,0.1985143,0,297.571428571,297.707142857,293.531428571,299.2,296.3,19.04,78.3814285714,0,14.9385714286,2.32857142857,25.3285714286,7.04285714286,29.4,20.6,9.7,0.0741,0.1664333,0.151,0.1407143,0,297.912857143,297.942857143,293.37,299.7,296.2,16.4,75.9842857143,0,14.7757142857,2.11428571429,25.0857142857,7.42857142857,30,20,26.6,0.1435,0.0974,0.25425,0.21445,0,297.59,297.692857143,293.721428571,299.6,296,19.4,79.15,0,15.0971428571,2.21428571429,25.4571428571,7.27142857143,29.4,21.1,13.4,36
"96","sj",1994,5,"1994-02-05",0.2588,0.2112,0.2200571,0.2156,0,297.588571429,297.714285714,293.23,299.8,295.8,21.8,76.8257142857,0,14.6342857143,2.2,25.7857142857,7.1,30,20.6,3.6,0.0912,-0.1162667,0.1635571,0.1985143,0,297.571428571,297.707142857,293.531428571,299.2,296.3,19.04,78.3814285714,0,14.9385714286,2.32857142857,25.3285714286,7.04285714286,29.4,20.6,9.7,0.0741,0.1664333,0.151,0.1407143,0,297.912857143,297.942857143,293.37,299.7,296.2,16.4,75.9842857143,0,14.7757142857,2.11428571429,25.0857142857,7.42857142857,30,20,26.6,39
"97","sj",1994,6,"1994-02-12",0.0882,0.117,0.0768,0.069175,0,297.515714286,297.571428571,292.852857143,299.2,295.9,11.5,75.31,0,14.2885714286,1.74285714286,25.2571428571,7.52857142857,29.4,21.1,9.1,0.2588,0.2112,0.2200571,0.2156,0,297.588571429,297.714285714,293.23,299.8,295.8,21.8,76.8257142857,0,14.6342857143,2.2,25.7857142857,7.1,30,20.6,3.6,0.0912,-0.1162667,0.1635571,0.1985143,0,297.571428571,297.707142857,293.531428571,299.2,296.3,19.04,78.3814285714,0,14.9385714286,2.32857142857,25.3285714286,7.04285714286,29.4,20.6,9.7,25
"98","sj",1994,7,"1994-02-19",0.3633,0.24185,0.2473857,0.2834143,0,297.774285714,297.942857143,292.577142857,299.4,295.5,7.2,72.8857142857,0,14.02,2.28571428571,25.7,7.15714285714,30.6,21.1,9.7,0.0882,0.117,0.0768,0.069175,0,297.515714286,297.571428571,292.852857143,299.2,295.9,11.5,75.31,0,14.2885714286,1.74285714286,25.2571428571,7.52857142857,29.4,21.1,9.1,0.2588,0.2112,0.2200571,0.2156,0,297.588571429,297.714285714,293.23,299.8,295.8,21.8,76.8257142857,0,14.6342857143,2.2,25.7857142857,7.1,30,20.6,3.6,31
"99","sj",1994,12,"1994-03-26",0.0412,0.1005833,0.1528167,0.1368429,0,298.014285714,298.214285714,293.175714286,300.5,295.5,2.9,74.6471428571,0,14.6171428571,3.65714285714,26.7285714286,9.91428571429,32.8,20.6,0,0.1468,-0.04815,0.1946833,0.14055,0,297.501428571,297.671428571,292.864285714,299.8,295.6,6.69,75.4357142857,0,14.3342857143,2.57142857143,25.8428571429,7.95714285714,31.1,21.1,16.8,0.1125,0.1038,0.08821429,0.1224143,7.15,297.268571429,297.407142857,293.887142857,299.5,295.5,18.7,81.5185714286,7.15,15.2585714286,2.44285714286,25.8857142857,7.05714285714,31.1,21.7,15.8,18
"100","sj",1994,13,"1994-04-02",0.0978,0.15975,0.1270429,0.1195286,46.62,298.281428571,298.464285714,293.532857143,300.1,296.8,6.66,75.0828571429,46.62,14.9457142857,2.47142857143,26.7,8.34285714286,33.3,21.1,1,0.0412,0.1005833,0.1528167,0.1368429,0,298.014285714,298.214285714,293.175714286,300.5,295.5,2.9,74.6471428571,0,14.6171428571,3.65714285714,26.7285714286,9.91428571429,32.8,20.6,0,0.1468,-0.04815,0.1946833,0.14055,0,297.501428571,297.671428571,292.864285714,299.8,295.6,6.69,75.4357142857,0,14.3342857143,2.57142857143,25.8428571429,7.95714285714,31.1,21.1,16.8,23
"101","sj",1994,14,"1994-04-09",0.108,0.05093333,0.1369286,0.1190286,0,298.12,298.314285714,293.151428571,300,296.8,4.4,73.9514285714,0,14.5471428571,2.4,26.4285714286,7.77142857143,31.1,21.7,2.3,0.0978,0.15975,0.1270429,0.1195286,46.62,298.281428571,298.464285714,293.532857143,300.1,296.8,6.66,75.0828571429,46.62,14.9457142857,2.47142857143,26.7,8.34285714286,33.3,21.1,1,0.0412,0.1005833,0.1528167,0.1368429,0,298.014285714,298.214285714,293.175714286,300.5,295.5,2.9,74.6471428571,0,14.6171428571,3.65714285714,26.7285714286,9.91428571429,32.8,20.6,0,13
"102","sj",1994,15,"1994-04-16",0.16435,0.13325,0.1874286,0.1552429,0,297.537142857,297.621428571,293.734285714,299.6,296,37,79.5171428571,0,15.1471428571,2.1,25.9714285714,6.71428571429,30,21.1,16.7,0.108,0.05093333,0.1369286,0.1190286,0,298.12,298.314285714,293.151428571,300,296.8,4.4,73.9514285714,0,14.5471428571,2.4,26.4285714286,7.77142857143,31.1,21.7,2.3,0.0978,0.15975,0.1270429,0.1195286,46.62,298.281428571,298.464285714,293.532857143,300.1,296.8,6.66,75.0828571429,46.62,14.9457142857,2.47142857143,26.7,8.34285714286,33.3,21.1,1,18
"103","sj",1994,19,"1994-05-14",0.1111,0.0974,0.1165143,0.1063143,10.46,298.557142857,298.7,294.924285714,300.5,297.2,21.1,80.4628571429,10.46,16.28,1.94285714286,27.4142857143,6.45714285714,31.7,23.9,3.3,0.0652,0.08175,0.1644143,0.1321429,68,298.927142857,299.092857143,295.235714286,301.1,297,14.1,80.3528571429,68,16.6214285714,2.67142857143,27.7571428571,7.7,33.3,22.8,10.5,0.0805,0.0251,0.09804286,0.09371667,0,298.324285714,298.492857143,293.455714286,300.9,296.8,4.9,74.5157142857,0,14.8814285714,2.61428571429,26.6714285714,7.78571428571,31.7,22.2,13.2,13
"104","sj",1994,20,"1994-05-21",0.0742,0.0177,0.1722429,0.1608286,16.5,298.474285714,298.55,295.384285714,300.6,297.3,28.9,83.1357142857,16.5,16.7671428571,1.81428571429,27.7142857143,8.1,33.3,22.8,29.3,0.1111,0.0974,0.1165143,0.1063143,10.46,298.557142857,298.7,294.924285714,300.5,297.2,21.1,80.4628571429,10.46,16.28,1.94285714286,27.4142857143,6.45714285714,31.7,23.9,3.3,0.0652,0.08175,0.1644143,0.1321429,68,298.927142857,299.092857143,295.235714286,301.1,297,14.1,80.3528571429,68,16.6214285714,2.67142857143,27.7571428571,7.7,33.3,22.8,10.5,24
"105","sj",1994,21,"1994-05-28",0.1178,0.10975,0.2084714,0.2084857,17.52,299.941428571,300.228571429,296.064285714,302.3,297.7,7.9,79.5028571429,17.52,17.4871428571,2.88571428571,29.1,7.07142857143,33.9,24.4,6.9,0.0742,0.0177,0.1722429,0.1608286,16.5,298.474285714,298.55,295.384285714,300.6,297.3,28.9,83.1357142857,16.5,16.7671428571,1.81428571429,27.7142857143,8.1,33.3,22.8,29.3,0.1111,0.0974,0.1165143,0.1063143,10.46,298.557142857,298.7,294.924285714,300.5,297.2,21.1,80.4628571429,10.46,16.28,1.94285714286,27.4142857143,6.45714285714,31.7,23.9,3.3,31
"106","sj",1994,22,"1994-06-04",0.1097,0.1407,0.2008429,0.1616143,6.59,299.597142857,299.778571429,295.342857143,301.7,297.8,16.7,77.6642857143,6.59,16.7128571429,2.35714285714,28.5714285714,7.31428571429,33.3,23.3,1.6,0.1178,0.10975,0.2084714,0.2084857,17.52,299.941428571,300.228571429,296.064285714,302.3,297.7,7.9,79.5028571429,17.52,17.4871428571,2.88571428571,29.1,7.07142857143,33.9,24.4,6.9,0.0742,0.0177,0.1722429,0.1608286,16.5,298.474285714,298.55,295.384285714,300.6,297.3,28.9,83.1357142857,16.5,16.7671428571,1.81428571429,27.7142857143,8.1,33.3,22.8,29.3,34
"107","sj",1994,23,"1994-06-11",0.08005,0.06905,0.06161429,0.05854286,42.53,299.327142857,299.535714286,295.642857143,301.3,298,21.5,80.3828571429,42.53,17.0157142857,2.47142857143,28.2285714286,7.62857142857,32.8,23.3,67.3,0.1097,0.1407,0.2008429,0.1616143,6.59,299.597142857,299.778571429,295.342857143,301.7,297.8,16.7,77.6642857143,6.59,16.7128571429,2.35714285714,28.5714285714,7.31428571429,33.3,23.3,1.6,0.1178,0.10975,0.2084714,0.2084857,17.52,299.941428571,300.228571429,296.064285714,302.3,297.7,7.9,79.5028571429,17.52,17.4871428571,2.88571428571,29.1,7.07142857143,33.9,24.4,6.9,31
"108","sj",1994,27,"1994-07-09",0.12325,0.2155667,0.217,0.1133429,15.39,299.125714286,299.178571429,295.154285714,301.5,297.9,54.83,78.8057142857,15.39,16.4785714286,1.64285714286,27.9285714286,6.82857142857,32.2,23.9,19.5,0.1252667,0.11765,0.1234167,0.1551857,12.67,299.861428571,300.007142857,295.852857143,302.3,298,22.9,79.0271428571,12.67,17.2285714286,2.64285714286,28.4,6.75714285714,32.8,23.9,10.2,-0.0323,0.04215,0.1387429,0.1391143,38.34,299.5,299.635714286,295.462857143,302.2,298,26.51,78.7042857143,38.34,16.8371428571,2.04285714286,28.0714285714,6.6,32.8,23.9,23.4,42
"109","sj",1994,28,"1994-07-16",0.1396,0.22405,0.1846714,0.1805857,9.77,299.481428571,299.65,295.168571429,301.5,297.9,18.52,77.3028571429,9.77,16.5028571429,2.12857142857,28.1714285714,6.01428571429,32.2,23.9,28.7,0.12325,0.2155667,0.217,0.1133429,15.39,299.125714286,299.178571429,295.154285714,301.5,297.9,54.83,78.8057142857,15.39,16.4785714286,1.64285714286,27.9285714286,6.82857142857,32.2,23.9,19.5,0.1252667,0.11765,0.1234167,0.1551857,12.67,299.861428571,300.007142857,295.852857143,302.3,298,22.9,79.0271428571,12.67,17.2285714286,2.64285714286,28.4,6.75714285714,32.8,23.9,10.2,49
"110","sj",1994,29,"1994-07-23",0.0424,0.1201667,0.1943429,0.1907429,43.28,299.932857143,300.1,295.562857143,301.7,297.8,9.9,77.1028571429,43.28,16.8828571429,2.34285714286,28.2571428571,6.52857142857,32.8,23.9,9.8,0.1396,0.22405,0.1846714,0.1805857,9.77,299.481428571,299.65,295.168571429,301.5,297.9,18.52,77.3028571429,9.77,16.5028571429,2.12857142857,28.1714285714,6.01428571429,32.2,23.9,28.7,0.12325,0.2155667,0.217,0.1133429,15.39,299.125714286,299.178571429,295.154285714,301.5,297.9,54.83,78.8057142857,15.39,16.4785714286,1.64285714286,27.9285714286,6.82857142857,32.2,23.9,19.5,55
"111","sj",1994,30,"1994-07-30",0.183,0.2658,0.1967286,0.1939,2.79,299.977142857,300.128571429,295.237142857,301.5,298.5,3.3,75.4357142857,2.79,16.58,2.45714285714,28.5142857143,7.22857142857,33.3,24.4,1,0.0424,0.1201667,0.1943429,0.1907429,43.28,299.932857143,300.1,295.562857143,301.7,297.8,9.9,77.1028571429,43.28,16.8828571429,2.34285714286,28.2571428571,6.52857142857,32.8,23.9,9.8,0.1396,0.22405,0.1846714,0.1805857,9.77,299.481428571,299.65,295.168571429,301.5,297.9,18.52,77.3028571429,9.77,16.5028571429,2.12857142857,28.1714285714,6.01428571429,32.2,23.9,28.7,80
"112","sj",1994,34,"1994-08-27",0.1564,0.130825,0.1920571,0.1767286,3.24,300.364285714,300.535714286,295.931428571,302.7,298.5,11.56,76.92,3.24,17.3385714286,2.64285714286,28.5714285714,6.7,32.8,24.4,4.3,0.06666667,-0.0157,0.1766167,0.22135,17.77,300.01,300.128571429,295.487142857,302.2,298.3,16.6,76.4371428571,17.77,16.8642857143,2.51428571429,28.5142857143,6.77142857143,33.3,24.4,20.4,0.04465,-0.0402,0.05686667,0.02865,30.03,299.518571429,299.678571429,295.465714286,301.5,297.9,12.5,78.5842857143,30.03,16.8314285714,2.35714285714,28.3857142857,7.78571428571,33.3,23.9,3.6,115
"113","sj",1994,35,"1994-09-03",0.02185,0.14525,0.2137857,0.2040857,59.91,300.392857143,300.535714286,296.295714286,302.7,298.7,20.24,78.4828571429,59.91,17.7057142857,2.52857142857,29.4285714286,6.88571428571,33.9,25.6,11,0.1564,0.130825,0.1920571,0.1767286,3.24,300.364285714,300.535714286,295.931428571,302.7,298.5,11.56,76.92,3.24,17.3385714286,2.64285714286,28.5714285714,6.7,32.8,24.4,4.3,0.06666667,-0.0157,0.1766167,0.22135,17.77,300.01,300.128571429,295.487142857,302.2,298.3,16.6,76.4371428571,17.77,16.8642857143,2.51428571429,28.5142857143,6.77142857143,33.3,24.4,20.4,179
"114","sj",1994,36,"1994-09-10",0.04585,0.076225,0.2916857,0.2479714,19.45,300.074285714,300.178571429,296.131428571,302.4,297.6,28.3,79.1385714286,19.45,17.5214285714,2.64285714286,29.2857142857,6.35714285714,33.3,24.4,14.4,0.02185,0.14525,0.2137857,0.2040857,59.91,300.392857143,300.535714286,296.295714286,302.7,298.7,20.24,78.4828571429,59.91,17.7057142857,2.52857142857,29.4285714286,6.88571428571,33.9,25.6,11,0.1564,0.130825,0.1920571,0.1767286,3.24,300.364285714,300.535714286,295.931428571,302.7,298.5,11.56,76.92,3.24,17.3385714286,2.64285714286,28.5714285714,6.7,32.8,24.4,4.3,202
"115","sj",1995,10,"1995-03-12",0.14535,0.079575,0.1823429,0.1864857,0,297.081428571,297.278571429,293.811428571,299.4,295.2,36.42,82.0528571429,0,15.1914285714,2.07142857143,25.5,7.05714285714,30,21.1,16.9,0.07355,0.06865,0.12292,0.10996,0,297.175714286,297.257142857,293.444285714,299.5,295.4,50.73,79.8171428571,0,14.8528571429,2.42857142857,25.2428571429,8.4,30.6,20,51.7,0.0935,0.06486667,0.1020143,0.1254143,0,297.508571429,297.514285714,293.132857143,299.4,295.9,29.08,76.6342857143,0,14.53,1.97142857143,25.9285714286,7.28571428571,31.7,21.7,29.5,11
"116","sj",1995,11,"1995-03-19",0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.085714286,292.821428571,299.6,294.6,18.6,77.02,19.43,14.3042857143,2.05714285714,25.2571428571,6.75714285714,31.7,21.1,16.5,0.14535,0.079575,0.1823429,0.1864857,0,297.081428571,297.278571429,293.811428571,299.4,295.2,36.42,82.0528571429,0,15.1914285714,2.07142857143,25.5,7.05714285714,30,21.1,16.9,0.07355,0.06865,0.12292,0.10996,0,297.175714286,297.257142857,293.444285714,299.5,295.4,50.73,79.8171428571,0,14.8528571429,2.42857142857,25.2428571429,8.4,30.6,20,51.7,7
"117","sj",1995,12,"1995-03-26",0.031,0.23165,0.2074333,0.2497143,0,296.48,296.707142857,290.631428571,300.4,294,6.7,69.8614285714,0,12.4814285714,3.3,24.6285714286,8.41428571429,31.7,18.9,2.3,0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.085714286,292.821428571,299.6,294.6,18.6,77.02,19.43,14.3042857143,2.05714285714,25.2571428571,6.75714285714,31.7,21.1,16.5,0.14535,0.079575,0.1823429,0.1864857,0,297.081428571,297.278571429,293.811428571,299.4,295.2,36.42,82.0528571429,0,15.1914285714,2.07142857143,25.5,7.05714285714,30,21.1,16.9,16
"118","sj",1995,13,"1995-04-02",0.19862,0.259575,0.24515,0.3054571,0,296.887142857,297.042857143,290.378571429,300,293.5,4.6,67.3642857143,0,12.3314285714,4,25.2428571429,7.75714285714,30,20,4.1,0.031,0.23165,0.2074333,0.2497143,0,296.48,296.707142857,290.631428571,300.4,294,6.7,69.8614285714,0,12.4814285714,3.3,24.6285714286,8.41428571429,31.7,18.9,2.3,0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.085714286,292.821428571,299.6,294.6,18.6,77.02,19.43,14.3042857143,2.05714285714,25.2571428571,6.75714285714,31.7,21.1,16.5,14
"119","sj",1995,21,"1995-05-28",0.0322,0.1621333,0.2318286,0.2402714,204.62,299.454285714,299.578571429,295.994285714,301.7,297.3,17.3,81.4471428571,204.62,17.4128571429,2.32857142857,27.2285714286,7.34285714286,31.7,22.2,97.5,0.0363,0.096525,0.1664333,0.1605714,119.62,298.995714286,299.085714286,295.398571429,301.7,297.1,17.4,80.8657142857,119.62,16.7885714286,2.85714285714,26.9142857143,6.27142857143,31.1,21.7,101.6,0.14345,0.1115,0.1990714,0.1708857,9.01,299.131428571,299.357142857,295.428571429,301.8,297,9,80.2614285714,9.01,16.8228571429,3,27.7714285714,7.3,34.4,22.8,29.7,4
"120","sj",1995,25,"1995-06-25",0.22135,0.2174,0.2199714,0.1920429,26.56,300.115714286,300.142857143,296.625714286,302.3,298.2,35.24,81.34,26.56,18.0528571429,2,28.8428571429,7.37142857143,33.3,24.4,10.5,0.08955,0.0797,0.1817143,0.1559857,20.16,299.828571429,299.9,295.892857143,301.4,298.4,16.57,79.1371428571,20.16,17.2957142857,2.31428571429,27.7714285714,7.47142857143,32.8,22.8,43.5,0.15495,0.0278,0.2666143,0.2119,106.04,298.688571429,298.65,295.827142857,300.2,297.5,86.8,84.3457142857,106.04,17.2171428571,1.64285714286,27.3,7.14285714286,31.1,22.8,35.5,10
"121","sj",1995,26,"1995-07-02",0.2319333,0.2115,0.2412286,0.2656857,2.04,300.68,300.807142857,296.741428571,302.7,298.7,13.7,79.38,2.04,18.2071428571,2.75714285714,29.2142857143,6.34285714286,33.9,24.4,15.8,0.22135,0.2174,0.2199714,0.1920429,26.56,300.115714286,300.142857143,296.625714286,302.3,298.2,35.24,81.34,26.56,18.0528571429,2,28.8428571429,7.37142857143,33.3,24.4,10.5,0.08955,0.0797,0.1817143,0.1559857,20.16,299.828571429,299.9,295.892857143,301.4,298.4,16.57,79.1371428571,20.16,17.2957142857,2.31428571429,27.7714285714,7.47142857143,32.8,22.8,43.5,14
"122","sj",1995,27,"1995-07-09",0.3093,0.2909,0.2370571,0.2420429,41.18,301.007142857,301.092857143,296.145714286,303.2,298.6,9.22,75.0657142857,41.18,17.5657142857,3.04285714286,29.6571428571,7.82857142857,34.4,25,16,0.2319333,0.2115,0.2412286,0.2656857,2.04,300.68,300.807142857,296.741428571,302.7,298.7,13.7,79.38,2.04,18.2071428571,2.75714285714,29.2142857143,6.34285714286,33.9,24.4,15.8,0.22135,0.2174,0.2199714,0.1920429,26.56,300.115714286,300.142857143,296.625714286,302.3,298.2,35.24,81.34,26.56,18.0528571429,2,28.8428571429,7.37142857143,33.3,24.4,10.5,7
"123","sj",1995,33,"1995-08-20",0.08396667,0.0917,0.1771571,0.1886714,4.05,300.554285714,300.685714286,297.27,303.8,298.2,17.7,82.6257142857,4.05,18.8571428571,3.34285714286,30.0714285714,6.94285714286,34.4,25.6,8.7,0.047,0.047,0.1991833,0.1653571,19.79,300.262857143,300.285714286,296.558571429,302.4,298.6,40.3,80.3971428571,19.79,18.0428571429,2.14285714286,29,6.81428571429,33.9,23.3,27.3,0.0632,0.09466667,0.1584857,0.2030286,60.71,300,300,297.11,302.5,298.4,102.4,84.3757142857,60.71,18.6728571429,2.08571428571,28.7,6.75714285714,33.9,23.9,30.1,24
"124","sj",1995,34,"1995-08-27",0.1131,0.0862,0.1374,0.1324714,75.11,299.952857143,299.985714286,296.887142857,301.9,298.1,96.1,83.4914285714,75.11,18.4042857143,2.11428571429,28.4285714286,7.65714285714,33.3,23.3,66,0.08396667,0.0917,0.1771571,0.1886714,4.05,300.554285714,300.685714286,297.27,303.8,298.2,17.7,82.6257142857,4.05,18.8571428571,3.34285714286,30.0714285714,6.94285714286,34.4,25.6,8.7,0.047,0.047,0.1991833,0.1653571,19.79,300.262857143,300.285714286,296.558571429,302.4,298.6,40.3,80.3971428571,19.79,18.0428571429,2.14285714286,29,6.81428571429,33.9,23.3,27.3,17
"125","sj",1995,35,"1995-09-03",0.0326,0.07256667,0.17236,0.1968143,35.83,300.174285714,300.242857143,296.85,302.4,298.5,55.21,82.2257142857,35.83,18.3971428571,2.22857142857,29.1142857143,5.92857142857,32.2,24.4,12.8,0.1131,0.0862,0.1374,0.1324714,75.11,299.952857143,299.985714286,296.887142857,301.9,298.1,96.1,83.4914285714,75.11,18.4042857143,2.11428571429,28.4285714286,7.65714285714,33.3,23.3,66,0.08396667,0.0917,0.1771571,0.1886714,4.05,300.554285714,300.685714286,297.27,303.8,298.2,17.7,82.6257142857,4.05,18.8571428571,3.34285714286,30.0714285714,6.94285714286,34.4,25.6,8.7,28
"126","sj",1995,36,"1995-09-10",0.1071,0.1836,0.18515,0.1699571,20.23,301.218571429,301.35,296.994285714,303.9,298.2,8.6,78.1457142857,20.23,18.5457142857,3.7,29.5714285714,7.91428571429,34.4,23.9,20.4,0.0326,0.07256667,0.17236,0.1968143,35.83,300.174285714,300.242857143,296.85,302.4,298.5,55.21,82.2257142857,35.83,18.3971428571,2.22857142857,29.1142857143,5.92857142857,32.2,24.4,12.8,0.1131,0.0862,0.1374,0.1324714,75.11,299.952857143,299.985714286,296.887142857,301.9,298.1,96.1,83.4914285714,75.11,18.4042857143,2.11428571429,28.4285714286,7.65714285714,33.3,23.3,66,40
"127","sj",1995,37,"1995-09-17",0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.051428571,302.2,298.1,122.7,82.9114285714,40.29,18.63,2.37142857143,29.3714285714,7.44285714286,35,24.4,77.1,0.1071,0.1836,0.18515,0.1699571,20.23,301.218571429,301.35,296.994285714,303.9,298.2,8.6,78.1457142857,20.23,18.5457142857,3.7,29.5714285714,7.91428571429,34.4,23.9,20.4,0.0326,0.07256667,0.17236,0.1968143,35.83,300.174285714,300.242857143,296.85,302.4,298.5,55.21,82.2257142857,35.83,18.3971428571,2.22857142857,29.1142857143,5.92857142857,32.2,24.4,12.8,33
"128","sj",1995,38,"1995-09-24",0.1186333,0.0846,0.1810167,0.2176167,121.4,300.067142857,300.135714286,296.964285714,302.5,298.3,82.5,83.3142857143,121.4,18.5285714286,2.44285714286,29.5857142857,6.91428571429,35.6,25,71.2,0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.051428571,302.2,298.1,122.7,82.9114285714,40.29,18.63,2.37142857143,29.3714285714,7.44285714286,35,24.4,77.1,0.1071,0.1836,0.18515,0.1699571,20.23,301.218571429,301.35,296.994285714,303.9,298.2,8.6,78.1457142857,20.23,18.5457142857,3.7,29.5714285714,7.91428571429,34.4,23.9,20.4,31
"129","sj",1995,39,"1995-10-01",0.1068,0.08366667,0.092,0.09934286,36.72,300.155714286,300.207142857,296.771428571,301.8,298.7,11.6,81.8542857143,36.72,18.2542857143,1.9,29.9571428571,7.28571428571,34.4,25.6,13.3,0.1186333,0.0846,0.1810167,0.2176167,121.4,300.067142857,300.135714286,296.964285714,302.5,298.3,82.5,83.3142857143,121.4,18.5285714286,2.44285714286,29.5857142857,6.91428571429,35.6,25,71.2,0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.051428571,302.2,298.1,122.7,82.9114285714,40.29,18.63,2.37142857143,29.3714285714,7.44285714286,35,24.4,77.1,33
"130","sj",1995,40,"1995-10-08",0.2808,0.2151,0.1463429,0.1295571,68.18,299.781428571,299.728571429,296.66,301.9,297.2,74.5,83.1357142857,68.18,18.1457142857,2.28571428571,28.0571428571,6.77142857143,32.2,23.9,45.6,0.1068,0.08366667,0.092,0.09934286,36.72,300.155714286,300.207142857,296.771428571,301.8,298.7,11.6,81.8542857143,36.72,18.2542857143,1.9,29.9571428571,7.28571428571,34.4,25.6,13.3,0.1186333,0.0846,0.1810167,0.2176167,121.4,300.067142857,300.135714286,296.964285714,302.5,298.3,82.5,83.3142857143,121.4,18.5285714286,2.44285714286,29.5857142857,6.91428571429,35.6,25,71.2,29
"131","sj",1995,41,"1995-10-15",0.040825,0.0966,0.1316,0.1375429,45.63,299.54,299.564285714,296.634285714,301.4,298,53.98,84.2071428571,45.63,18.1385714286,1.81428571429,28.3857142857,6.92857142857,32.2,24.4,19.1,0.2808,0.2151,0.1463429,0.1295571,68.18,299.781428571,299.728571429,296.66,301.9,297.2,74.5,83.1357142857,68.18,18.1457142857,2.28571428571,28.0571428571,6.77142857143,32.2,23.9,45.6,0.1068,0.08366667,0.092,0.09934286,36.72,300.155714286,300.207142857,296.771428571,301.8,298.7,11.6,81.8542857143,36.72,18.2542857143,1.9,29.9571428571,7.28571428571,34.4,25.6,13.3,30
