"","city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","ndvi_ne_prev","ndvi_nw_prev","ndvi_se_prev","ndvi_sw_prev","precipitation_amt_mm_prev","reanalysis_air_temp_k_prev","reanalysis_avg_temp_k_prev","reanalysis_dew_point_temp_k_prev","reanalysis_max_air_temp_k_prev","reanalysis_min_air_temp_k_prev","reanalysis_precip_amt_kg_per_m2_prev","reanalysis_relative_humidity_percent_prev","reanalysis_sat_precip_amt_mm_prev","reanalysis_specific_humidity_g_per_kg_prev","reanalysis_tdtr_k_prev","station_avg_temp_c_prev","station_diur_temp_rng_c_prev","station_max_temp_c_prev","station_min_temp_c_prev","station_precip_mm_prev","ndvi_ne_2_prev","ndvi_nw_2_prev","ndvi_se_2_prev","ndvi_sw_2_prev","precipitation_amt_mm_2_prev","reanalysis_air_temp_k_2_prev","reanalysis_avg_temp_k_2_prev","reanalysis_dew_point_temp_k_2_prev","reanalysis_max_air_temp_k_2_prev","reanalysis_min_air_temp_k_2_prev","reanalysis_precip_amt_kg_per_m2_2_prev","reanalysis_relative_humidity_percent_2_prev","reanalysis_sat_precip_amt_mm_2_prev","reanalysis_specific_humidity_g_per_kg_2_prev","reanalysis_tdtr_k_2_prev","station_avg_temp_c_2_prev","station_diur_temp_rng_c_2_prev","station_max_temp_c_2_prev","station_min_temp_c_2_prev","station_precip_mm_2_prev","total_cases"
"520","iq",2002,27,"2002-07-02",0.1015429,0.1266,0.1193571,0.07624286,3.27,294.635714286,294.892857143,291.794285714,305.1,287.4,6.2,85.5657142857,3.27,13.4542857143,8.7,26.275,9.5,32.6,20.7,5.1,0.1791714,0.2791,0.1326143,0.2132857,3.18,295.808571429,296.907142857,292.147142857,305.3,290,14.1,82.1671428571,3.18,13.87,10.7285714286,26.15,10.8,32.6,18.6,7.1,0.2212714,0.1735143,0.2119714,0.2252143,39.16,296.807142857,297.514285714,293.871428571,306.4,288.4,22.95,85.7371428571,39.16,15.4142857143,10.7142857143,26.2333333333,8.73333333333,33,18.8,31,7
"521","iq",2002,28,"2002-07-09",0.21602,0.2350667,0.1511857,0.2129714,5.71,295.882857143,297.035714286,292.95,307.1,291.2,8.7,85.6728571429,5.71,14.4642857143,8.78571428571,26.1333333333,10.6333333333,32.3,20.3,26.3,0.1015429,0.1266,0.1193571,0.07624286,3.27,294.635714286,294.892857143,291.794285714,305.1,287.4,6.2,85.5657142857,3.27,13.4542857143,8.7,26.275,9.5,32.6,20.7,5.1,0.1791714,0.2791,0.1326143,0.2132857,3.18,295.808571429,296.907142857,292.147142857,305.3,290,14.1,82.1671428571,3.18,13.87,10.7285714286,26.15,10.8,32.6,18.6,7.1,7
"522","iq",2002,29,"2002-07-16",0.1080429,0.07298571,0.1112286,0.1179714,63,296.442857143,297.742857143,293.327142857,306.3,290.6,8.3,84.6685714286,63,14.8185714286,11.1714285714,25.4,9,30.1,20.1,0,0.21602,0.2350667,0.1511857,0.2129714,5.71,295.882857143,297.035714286,292.95,307.1,291.2,8.7,85.6728571429,5.71,14.4642857143,8.78571428571,26.1333333333,10.6333333333,32.3,20.3,26.3,0.1015429,0.1266,0.1193571,0.07624286,3.27,294.635714286,294.892857143,291.794285714,305.1,287.4,6.2,85.5657142857,3.27,13.4542857143,8.7,26.275,9.5,32.6,20.7,5.1,4
"523","iq",2002,30,"2002-07-23",0.2225,0.2631,0.2489857,0.3464714,65.55,296.875714286,298.3,293.422857143,307.4,288.3,12.41,83.4971428571,65.55,14.93,11.9714285714,27.8,11.6,33.6,19.5,68.1,0.1080429,0.07298571,0.1112286,0.1179714,63,296.442857143,297.742857143,293.327142857,306.3,290.6,8.3,84.6685714286,63,14.8185714286,11.1714285714,25.4,9,30.1,20.1,0,0.21602,0.2350667,0.1511857,0.2129714,5.71,295.882857143,297.035714286,292.95,307.1,291.2,8.7,85.6728571429,5.71,14.4642857143,8.78571428571,26.1333333333,10.6333333333,32.3,20.3,26.3,5
"524","iq",2002,31,"2002-07-30",0.3870143,0.2601714,0.3492714,0.2830571,89.93,297.161428571,298.728571429,294.624285714,308.5,292.8,23.33,87.0342857143,89.93,16.0757142857,10.6,26.7,11.14,33.8,19.3,35.6,0.2225,0.2631,0.2489857,0.3464714,65.55,296.875714286,298.3,293.422857143,307.4,288.3,12.41,83.4971428571,65.55,14.93,11.9714285714,27.8,11.6,33.6,19.5,68.1,0.1080429,0.07298571,0.1112286,0.1179714,63,296.442857143,297.742857143,293.327142857,306.3,290.6,8.3,84.6685714286,63,14.8185714286,11.1714285714,25.4,9,30.1,20.1,0,6
"525","iq",2002,32,"2002-08-06",0.3041167,0.2788429,0.3074571,0.3378429,14.34,296.795714286,298.642857143,292.674285714,308,289.1,5.44,80.47,14.34,14.2457142857,13.4571428571,27.25,12.8,34,20.2,0,0.3870143,0.2601714,0.3492714,0.2830571,89.93,297.161428571,298.728571429,294.624285714,308.5,292.8,23.33,87.0342857143,89.93,16.0757142857,10.6,26.7,11.14,33.8,19.3,35.6,0.2225,0.2631,0.2489857,0.3464714,65.55,296.875714286,298.3,293.422857143,307.4,288.3,12.41,83.4971428571,65.55,14.93,11.9714285714,27.8,11.6,33.6,19.5,68.1,7
"526","iq",2002,33,"2002-08-13",0.3771571,0.3059,0.2884,0.3608429,9.81,298.304285714,299.335714286,291.678571429,308.9,290.8,1.7,69.06,9.81,13.4414285714,14.3857142857,27.8333333333,12.2333333333,35.1,20.6,7.1,0.3041167,0.2788429,0.3074571,0.3378429,14.34,296.795714286,298.642857143,292.674285714,308,289.1,5.44,80.47,14.34,14.2457142857,13.4571428571,27.25,12.8,34,20.2,0,0.3870143,0.2601714,0.3492714,0.2830571,89.93,297.161428571,298.728571429,294.624285714,308.5,292.8,23.33,87.0342857143,89.93,16.0757142857,10.6,26.7,11.14,33.8,19.3,35.6,7
"527","iq",2002,37,"2002-09-10",0.3075429,0.2941714,0.3234,0.1907714,25.36,299.015714286,300.207142857,293.211428571,310,290,3.2,73.1414285714,25.36,14.7457142857,14.0428571429,28.2333333333,13.2333333333,35.9,19.9,89.9,0.2290143,0.1319714,0.2494571,0.1908857,81.85,299.395714286,300.678571429,294.531428571,310.5,293.9,13.1,77.0828571429,81.85,16.0342857143,11.9285714286,27.4,10.475,33.3,21.7,17,0.3045429,0.2694429,0.2508571,0.3224714,38.8,298.412857143,299.985714286,293.874285714,310.3,291.6,10.7,77.7657142857,38.8,15.4128571429,12.8,27.4,11.15,35.1,20.9,24.1,8
"528","iq",2002,38,"2002-09-17",0.3274143,0.3472571,0.3386714,0.3838714,11.49,300.32,301.042857143,292.271428571,311.2,291.8,0.8,64.6885714286,11.49,13.9742857143,16.0285714286,28.9,12.7,36.6,21.5,0.8,0.3075429,0.2941714,0.3234,0.1907714,25.36,299.015714286,300.207142857,293.211428571,310,290,3.2,73.1414285714,25.36,14.7457142857,14.0428571429,28.2333333333,13.2333333333,35.9,19.9,89.9,0.2290143,0.1319714,0.2494571,0.1908857,81.85,299.395714286,300.678571429,294.531428571,310.5,293.9,13.1,77.0828571429,81.85,16.0342857143,11.9285714286,27.4,10.475,33.3,21.7,17,22
"529","iq",2002,39,"2002-09-24",0.2379833,0.3084286,0.2681143,0.3200429,38.56,299.238571429,301.114285714,294.414285714,312.6,291.5,41.1,79.5628571429,38.56,16.18,13.1714285714,27.9,12.2,36,20.4,86.9,0.3274143,0.3472571,0.3386714,0.3838714,11.49,300.32,301.042857143,292.271428571,311.2,291.8,0.8,64.6885714286,11.49,13.9742857143,16.0285714286,28.9,12.7,36.6,21.5,0.8,0.3075429,0.2941714,0.3234,0.1907714,25.36,299.015714286,300.207142857,293.211428571,310,290,3.2,73.1414285714,25.36,14.7457142857,14.0428571429,28.2333333333,13.2333333333,35.9,19.9,89.9,18
"530","iq",2002,40,"2002-10-01",0.2721143,0.1793667,0.3142429,0.2741714,70.98,299.654285714,301.235714286,293.814285714,313.2,291.8,24.1,74.25,70.98,15.6342857143,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2,0.2379833,0.3084286,0.2681143,0.3200429,38.56,299.238571429,301.114285714,294.414285714,312.6,291.5,41.1,79.5628571429,38.56,16.18,13.1714285714,27.9,12.2,36,20.4,86.9,0.3274143,0.3472571,0.3386714,0.3838714,11.49,300.32,301.042857143,292.271428571,311.2,291.8,0.8,64.6885714286,11.49,13.9742857143,16.0285714286,28.9,12.7,36.6,21.5,0.8,21
"531","iq",2002,41,"2002-10-08",0.37815,0.3857833,0.2314286,0.2459333,70.22,298.717142857,300.55,295.661428571,310.6,293.4,34.4,85.1371428571,70.22,17.2114285714,12.5285714286,28.075,11.45,34.6,21.8,79.8,0.2721143,0.1793667,0.3142429,0.2741714,70.98,299.654285714,301.235714286,293.814285714,313.2,291.8,24.1,74.25,70.98,15.6342857143,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2,0.2379833,0.3084286,0.2681143,0.3200429,38.56,299.238571429,301.114285714,294.414285714,312.6,291.5,41.1,79.5628571429,38.56,16.18,13.1714285714,27.9,12.2,36,20.4,86.9,16
"532","iq",2002,42,"2002-10-15",0.1992714,0.1592429,0.2581286,0.2277143,21.96,298.297142857,299.714285714,295.585714286,308.8,292.1,40.7,86.9985714286,21.96,17.1857142857,10.6571428571,28,11.6333333333,34.2,22,4.5,0.37815,0.3857833,0.2314286,0.2459333,70.22,298.717142857,300.55,295.661428571,310.6,293.4,34.4,85.1371428571,70.22,17.2114285714,12.5285714286,28.075,11.45,34.6,21.8,79.8,0.2721143,0.1793667,0.3142429,0.2741714,70.98,299.654285714,301.235714286,293.814285714,313.2,291.8,24.1,74.25,70.98,15.6342857143,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2,31
"533","iq",2002,43,"2002-10-22",0.2278714,0.2144571,0.2997714,0.2229429,48.94,297.331428571,298.15,294.961428571,304.5,292.5,35.4,87.7171428571,48.94,16.49,8.5,27.95,10.3,36,21.8,167.8,0.1992714,0.1592429,0.2581286,0.2277143,21.96,298.297142857,299.714285714,295.585714286,308.8,292.1,40.7,86.9985714286,21.96,17.1857142857,10.6571428571,28,11.6333333333,34.2,22,4.5,0.37815,0.3857833,0.2314286,0.2459333,70.22,298.717142857,300.55,295.661428571,310.6,293.4,34.4,85.1371428571,70.22,17.2114285714,12.5285714286,28.075,11.45,34.6,21.8,79.8,25
"534","iq",2002,47,"2002-11-19",0.2506143,0.2791333,0.2156333,0.2982667,61.69,297.375714286,298.828571429,296.781428571,305.9,294.4,85.8,96.84,61.69,18.4157142857,7.4,27.35,8.9,33.5,21.7,77,0.2368333,0.2021571,0.2095143,0.1620286,91.36,297.165714286,298.021428571,296.322857143,306.6,293.9,91.33,96.0471428571,91.36,17.9071428571,5.47142857143,27.6,10.7,33.6,21.4,212.6,0.3071429,0.27695,0.2879286,0.3642857,95.47,297.537142857,298.657142857,296.637142857,306.5,293.9,124.2,95.2857142857,95.47,18.2671428571,6.51428571429,28.3,11,33.8,22.6,63.9,27
"535","iq",2002,48,"2002-11-26",0.3109286,0.2852286,0.2907286,0.2563286,60.15,298.35,299.892857143,297.072857143,309.5,292,56.92,93.3957142857,60.15,18.7842857143,10.3857142857,28.1,10.55,34,22,17.2,0.2506143,0.2791333,0.2156333,0.2982667,61.69,297.375714286,298.828571429,296.781428571,305.9,294.4,85.8,96.84,61.69,18.4157142857,7.4,27.35,8.9,33.5,21.7,77,0.2368333,0.2021571,0.2095143,0.1620286,91.36,297.165714286,298.021428571,296.322857143,306.6,293.9,91.33,96.0471428571,91.36,17.9071428571,5.47142857143,27.6,10.7,33.6,21.4,212.6,11
"536","iq",2002,49,"2002-12-03",0.3008,0.2528,0.3449571,0.3483286,49.69,298.324285714,299.657142857,296.485714286,306.8,294.3,49.2,90.6628571429,49.69,18.1057142857,8,28.5,9.75,33.7,22.9,46,0.3109286,0.2852286,0.2907286,0.2563286,60.15,298.35,299.892857143,297.072857143,309.5,292,56.92,93.3957142857,60.15,18.7842857143,10.3857142857,28.1,10.55,34,22,17.2,0.2506143,0.2791333,0.2156333,0.2982667,61.69,297.375714286,298.828571429,296.781428571,305.9,294.4,85.8,96.84,61.69,18.4157142857,7.4,27.35,8.9,33.5,21.7,77,38
"537","iq",2002,50,"2002-12-10",0.2680286,0.1424286,0.2886714,0.1850714,35.02,297.884285714,298.95,296.39,307.4,294.2,30.89,92.6142857143,35.02,18.0042857143,7.92857142857,27.65,9.45,34,22.9,57.2,0.3008,0.2528,0.3449571,0.3483286,49.69,298.324285714,299.657142857,296.485714286,306.8,294.3,49.2,90.6628571429,49.69,18.1057142857,8,28.5,9.75,33.7,22.9,46,0.3109286,0.2852286,0.2907286,0.2563286,60.15,298.35,299.892857143,297.072857143,309.5,292,56.92,93.3957142857,60.15,18.7842857143,10.3857142857,28.1,10.55,34,22,17.2,29
"538","iq",2002,51,"2002-12-17",0.2542286,0.1839143,0.2707143,0.2090286,25.73,297.818571429,299.057142857,296.627142857,306,294.8,24.3,93.8457142857,25.73,18.2614285714,6.85714285714,27.98,8.72,34,23.3,24,0.2680286,0.1424286,0.2886714,0.1850714,35.02,297.884285714,298.95,296.39,307.4,294.2,30.89,92.6142857143,35.02,18.0042857143,7.92857142857,27.65,9.45,34,22.9,57.2,0.3008,0.2528,0.3449571,0.3483286,49.69,298.324285714,299.657142857,296.485714286,306.8,294.3,49.2,90.6628571429,49.69,18.1057142857,8,28.5,9.75,33.7,22.9,46,21
"539","iq",2002,52,"2002-12-24",0.1194,0.1364,0.1718286,0.1895857,151.73,297.872857143,299.171428571,296.63,305.7,293.8,54.7,93.4085714286,151.73,18.2357142857,8,27.975,10.65,33.8,21.9,137.9,0.2542286,0.1839143,0.2707143,0.2090286,25.73,297.818571429,299.057142857,296.627142857,306,294.8,24.3,93.8457142857,25.73,18.2614285714,6.85714285714,27.98,8.72,34,23.3,24,0.2680286,0.1424286,0.2886714,0.1850714,35.02,297.884285714,298.95,296.39,307.4,294.2,30.89,92.6142857143,35.02,18.0042857143,7.92857142857,27.65,9.45,34,22.9,57.2,11
"540","iq",2003,1,"2003-01-01",0.3234143,0.3004143,0.3291857,0.3184286,46.91,299.375714286,300.821428571,295.871428571,308.6,293.1,28.3,84.06,46.91,17.4528571429,12.1,28.45,9.95,34.4,22.4,92.9,0.1194,0.1364,0.1718286,0.1895857,151.73,297.872857143,299.171428571,296.63,305.7,293.8,54.7,93.4085714286,151.73,18.2357142857,8,27.975,10.65,33.8,21.9,137.9,0.2542286,0.1839143,0.2707143,0.2090286,25.73,297.818571429,299.057142857,296.627142857,306,294.8,24.3,93.8457142857,25.73,18.2614285714,6.85714285714,27.98,8.72,34,23.3,24,10
"541","iq",2003,2,"2003-01-08",0.4884,0.4024429,0.4149286,0.4697,11.77,297.684285714,299.171428571,295.944285714,308.6,291.5,33.6,91.56,11.77,17.4971428571,8.42857142857,28.9333333333,10.2,35,22.1,35.1,0.3234143,0.3004143,0.3291857,0.3184286,46.91,299.375714286,300.821428571,295.871428571,308.6,293.1,28.3,84.06,46.91,17.4528571429,12.1,28.45,9.95,34.4,22.4,92.9,0.1194,0.1364,0.1718286,0.1895857,151.73,297.872857143,299.171428571,296.63,305.7,293.8,54.7,93.4085714286,151.73,18.2357142857,8,27.975,10.65,33.8,21.9,137.9,5
"542","iq",2003,3,"2003-01-15",0.303,0.1694667,0.2915429,0.3012857,60.46,296.92,298.614285714,295.901428571,305.2,293.4,27.9,94.3742857143,60.46,17.43,7.74285714286,28,9.5,33.3,22.5,164.4,0.4884,0.4024429,0.4149286,0.4697,11.77,297.684285714,299.171428571,295.944285714,308.6,291.5,33.6,91.56,11.77,17.4971428571,8.42857142857,28.9333333333,10.2,35,22.1,35.1,0.3234143,0.3004143,0.3291857,0.3184286,46.91,299.375714286,300.821428571,295.871428571,308.6,293.1,28.3,84.06,46.91,17.4528571429,12.1,28.45,9.95,34.4,22.4,92.9,6
"543","iq",2003,4,"2003-01-22",0.2249571,0.2602714,0.2069286,0.2895,84.05,298.125714286,299.564285714,295.001428571,307.7,291.6,8.8,84.46,84.05,16.5142857143,10.2714285714,28.4,10.6,34.2,23,67.1,0.303,0.1694667,0.2915429,0.3012857,60.46,296.92,298.614285714,295.901428571,305.2,293.4,27.9,94.3742857143,60.46,17.43,7.74285714286,28,9.5,33.3,22.5,164.4,0.4884,0.4024429,0.4149286,0.4697,11.77,297.684285714,299.171428571,295.944285714,308.6,291.5,33.6,91.56,11.77,17.4971428571,8.42857142857,28.9333333333,10.2,35,22.1,35.1,2
"544","iq",2003,5,"2003-01-29",0.1660286,0.1406286,0.1913857,0.1834429,35.05,299.487142857,300.242857143,294.012857143,310,292.5,6.26,74.8842857143,35.05,15.5928571429,11.7714285714,28.6,12,35.4,22.5,7.9,0.2249571,0.2602714,0.2069286,0.2895,84.05,298.125714286,299.564285714,295.001428571,307.7,291.6,8.8,84.46,84.05,16.5142857143,10.2714285714,28.4,10.6,34.2,23,67.1,0.303,0.1694667,0.2915429,0.3012857,60.46,296.92,298.614285714,295.901428571,305.2,293.4,27.9,94.3742857143,60.46,17.43,7.74285714286,28,9.5,33.3,22.5,164.4,1
"545","iq",2003,6,"2003-02-05",0.19145,0.08642857,0.1368,0.1567143,56.36,297.218571429,298.4,296.218571429,304.9,292,170.6,94.5528571429,56.36,17.8528571429,7.45714285714,26.6,7,33.8,22.4,41.9,0.1660286,0.1406286,0.1913857,0.1834429,35.05,299.487142857,300.242857143,294.012857143,310,292.5,6.26,74.8842857143,35.05,15.5928571429,11.7714285714,28.6,12,35.4,22.5,7.9,0.2249571,0.2602714,0.2069286,0.2895,84.05,298.125714286,299.564285714,295.001428571,307.7,291.6,8.8,84.46,84.05,16.5142857143,10.2714285714,28.4,10.6,34.2,23,67.1,2
"546","iq",2003,7,"2003-02-12",0.3137143,0.2284143,0.2521143,0.2864714,70.63,296.585714286,297.671428571,295.52,302.9,293.2,38.7,94.3542857143,70.63,17.0157142857,6.02857142857,26.75,8.35,33.2,22.4,55.9,0.19145,0.08642857,0.1368,0.1567143,56.36,297.218571429,298.4,296.218571429,304.9,292,170.6,94.5528571429,56.36,17.8528571429,7.45714285714,26.6,7,33.8,22.4,41.9,0.1660286,0.1406286,0.1913857,0.1834429,35.05,299.487142857,300.242857143,294.012857143,310,292.5,6.26,74.8842857143,35.05,15.5928571429,11.7714285714,28.6,12,35.4,22.5,7.9,2
"547","iq",2003,11,"2003-03-12",0.2,0.1902857,0.1589429,0.1636286,47.97,296.68,297.635714286,295.941428571,305.9,292.4,186.8,96.1714285714,47.97,17.5157142857,6.24285714286,26.7,7.5,32,22.1,98.4,0.1695286,0.1389571,0.2340571,0.1851429,63.71,297.508571429,298.892857143,295.942857143,306.6,294.3,134.46,92.4685714286,63.71,17.5,7.9,27.95,9.1,32.9,22.9,5,0.2976,0.2366333,0.22915,0.2072833,132.2,299.35,300.514285714,296.41,308.6,294.4,53.6,86.0128571429,132.2,18.0442857143,9.11428571429,29.4,11.2,35,22.9,0,4
"548","iq",2003,12,"2003-03-19",0.2142143,0.2251571,0.2191714,0.2485,109.04,297.892857143,299.171428571,296.632857143,308.9,293.4,362.03,93.6285714286,109.04,18.2528571429,8.34285714286,27.6,9.9,33.5,22.7,61.9,0.2,0.1902857,0.1589429,0.1636286,47.97,296.68,297.635714286,295.941428571,305.9,292.4,186.8,96.1714285714,47.97,17.5157142857,6.24285714286,26.7,7.5,32,22.1,98.4,0.1695286,0.1389571,0.2340571,0.1851429,63.71,297.508571429,298.892857143,295.942857143,306.6,294.3,134.46,92.4685714286,63.71,17.5,7.9,27.95,9.1,32.9,22.9,5,2
"549","iq",2003,13,"2003-03-26",0.1475286,0.2694571,0.1268571,0.2059143,93.61,298.644285714,300.392857143,296.818571429,308.1,294.3,44.5,91.5942857143,93.61,18.4842857143,9.47142857143,30.8,15.8,42.2,21.8,75.9,0.2142143,0.2251571,0.2191714,0.2485,109.04,297.892857143,299.171428571,296.632857143,308.9,293.4,362.03,93.6285714286,109.04,18.2528571429,8.34285714286,27.6,9.9,33.5,22.7,61.9,0.2,0.1902857,0.1589429,0.1636286,47.97,296.68,297.635714286,295.941428571,305.9,292.4,186.8,96.1714285714,47.97,17.5157142857,6.24285714286,26.7,7.5,32,22.1,98.4,4
"550","iq",2003,14,"2003-04-02",0.2482,0.2627714,0.2065,0.2886857,89.38,298.077142857,299.642857143,296.642857143,307.5,292.9,44.72,93.0142857143,89.38,18.2785714286,9.34285714286,28.26,9.96,34.2,22.6,75,0.1475286,0.2694571,0.1268571,0.2059143,93.61,298.644285714,300.392857143,296.818571429,308.1,294.3,44.5,91.5942857143,93.61,18.4842857143,9.47142857143,30.8,15.8,42.2,21.8,75.9,0.2142143,0.2251571,0.2191714,0.2485,109.04,297.892857143,299.171428571,296.632857143,308.9,293.4,362.03,93.6285714286,109.04,18.2528571429,8.34285714286,27.6,9.9,33.5,22.7,61.9,0
"551","iq",2003,15,"2003-04-09",0.2052429,0.1842,0.1931286,0.2087857,78.59,298.082857143,298.971428571,297.358571429,305.9,293.9,86.23,96.27,78.59,19.0785714286,7.02857142857,28.175,9.675,34.5,22.9,79,0.2482,0.2627714,0.2065,0.2886857,89.38,298.077142857,299.642857143,296.642857143,307.5,292.9,44.72,93.0142857143,89.38,18.2785714286,9.34285714286,28.26,9.96,34.2,22.6,75,0.1475286,0.2694571,0.1268571,0.2059143,93.61,298.644285714,300.392857143,296.818571429,308.1,294.3,44.5,91.5942857143,93.61,18.4842857143,9.47142857143,30.8,15.8,42.2,21.8,75.9,0
"552","iq",2003,16,"2003-04-16",0.2668286,0.2182286,0.1998714,0.2621429,51.14,296.747142857,297.521428571,295.99,304,293.2,43.85,95.9928571429,51.14,17.5342857143,4.75714285714,27.72,8.48,34.2,22.4,49,0.2052429,0.1842,0.1931286,0.2087857,78.59,298.082857143,298.971428571,297.358571429,305.9,293.9,86.23,96.27,78.59,19.0785714286,7.02857142857,28.175,9.675,34.5,22.9,79,0.2482,0.2627714,0.2065,0.2886857,89.38,298.077142857,299.642857143,296.642857143,307.5,292.9,44.72,93.0142857143,89.38,18.2785714286,9.34285714286,28.26,9.96,34.2,22.6,75,0
"553","iq",2003,17,"2003-04-23",0.3234429,0.2531714,0.2852286,0.2931,77.34,297.992857143,299.478571429,296.501428571,306.3,293.4,56.6,92.5471428571,77.34,18.1557142857,8.38571428571,28.2,10.45,33.9,21.8,82.9,0.2668286,0.2182286,0.1998714,0.2621429,51.14,296.747142857,297.521428571,295.99,304,293.2,43.85,95.9928571429,51.14,17.5342857143,4.75714285714,27.72,8.48,34.2,22.4,49,0.2052429,0.1842,0.1931286,0.2087857,78.59,298.082857143,298.971428571,297.358571429,305.9,293.9,86.23,96.27,78.59,19.0785714286,7.02857142857,28.175,9.675,34.5,22.9,79,0
"554","iq",2003,18,"2003-04-30",0.4350571,0.3769143,0.2636143,0.3348429,65.43,296.691428571,297.585714286,296.16,304.5,294,247.6,97.2771428571,65.43,17.6885714286,5.08571428571,27.2,8.33333333333,32.9,22.7,105.9,0.3234429,0.2531714,0.2852286,0.2931,77.34,297.992857143,299.478571429,296.501428571,306.3,293.4,56.6,92.5471428571,77.34,18.1557142857,8.38571428571,28.2,10.45,33.9,21.8,82.9,0.2668286,0.2182286,0.1998714,0.2621429,51.14,296.747142857,297.521428571,295.99,304,293.2,43.85,95.9928571429,51.14,17.5342857143,4.75714285714,27.72,8.48,34.2,22.4,49,1
"555","iq",2003,19,"2003-05-07",0.1994286,0.1501,0.1834667,0.1477,138.05,296.454285714,297.964285714,295.704285714,305.2,292.9,59.5,96.14,138.05,17.2228571429,7.15714285714,28.35,9.31666666667,33.6,23.4,69,0.4350571,0.3769143,0.2636143,0.3348429,65.43,296.691428571,297.585714286,296.16,304.5,294,247.6,97.2771428571,65.43,17.6885714286,5.08571428571,27.2,8.33333333333,32.9,22.7,105.9,0.3234429,0.2531714,0.2852286,0.2931,77.34,297.992857143,299.478571429,296.501428571,306.3,293.4,56.6,92.5471428571,77.34,18.1557142857,8.38571428571,28.2,10.45,33.9,21.8,82.9,1
"556","iq",2003,20,"2003-05-14",0.2454286,0.1847,0.2614571,0.2688857,84.16,294.922857143,295.242857143,294.567142857,301.5,290.1,95.3,98.1328571429,84.16,16.0857142857,4.77142857143,27,8.8,32.5,22,246.2,0.1994286,0.1501,0.1834667,0.1477,138.05,296.454285714,297.964285714,295.704285714,305.2,292.9,59.5,96.14,138.05,17.2228571429,7.15714285714,28.35,9.31666666667,33.6,23.4,69,0.4350571,0.3769143,0.2636143,0.3348429,65.43,296.691428571,297.585714286,296.16,304.5,294,247.6,97.2771428571,65.43,17.6885714286,5.08571428571,27.2,8.33333333333,32.9,22.7,105.9,1
"557","iq",2003,21,"2003-05-21",0.1892571,0.16695,0.1843,0.1707429,23.7,295.878571429,296.835714286,295.035714286,304.1,291.6,34.56,95.8542857143,23.7,16.5157142857,6.75714285714,27.4666666667,8.9,32.5,22.3,145.8,0.2454286,0.1847,0.2614571,0.2688857,84.16,294.922857143,295.242857143,294.567142857,301.5,290.1,95.3,98.1328571429,84.16,16.0857142857,4.77142857143,27,8.8,32.5,22,246.2,0.1994286,0.1501,0.1834667,0.1477,138.05,296.454285714,297.964285714,295.704285714,305.2,292.9,59.5,96.14,138.05,17.2228571429,7.15714285714,28.35,9.31666666667,33.6,23.4,69,1
"558","iq",2003,22,"2003-05-28",0.2411429,0.1987,0.2537286,0.2544571,166.52,297.648571429,298.971428571,296.08,306.1,293.3,113.8,92.4614285714,166.52,17.6185714286,9.31428571429,27.7,8.72,35,22.4,187.9,0.1892571,0.16695,0.1843,0.1707429,23.7,295.878571429,296.835714286,295.035714286,304.1,291.6,34.56,95.8542857143,23.7,16.5157142857,6.75714285714,27.4666666667,8.9,32.5,22.3,145.8,0.2454286,0.1847,0.2614571,0.2688857,84.16,294.922857143,295.242857143,294.567142857,301.5,290.1,95.3,98.1328571429,84.16,16.0857142857,4.77142857143,27,8.8,32.5,22,246.2,1
"559","iq",2003,23,"2003-06-04",0.2369571,0.1213143,0.1923143,0.2074,70.25,296.591428571,297.757142857,296.127142857,303.9,294.2,40.7,97.6171428571,70.25,17.6514285714,5.51428571429,27.2,8.15,33.4,22.4,72.1,0.2411429,0.1987,0.2537286,0.2544571,166.52,297.648571429,298.971428571,296.08,306.1,293.3,113.8,92.4614285714,166.52,17.6185714286,9.31428571429,27.7,8.72,35,22.4,187.9,0.1892571,0.16695,0.1843,0.1707429,23.7,295.878571429,296.835714286,295.035714286,304.1,291.6,34.56,95.8542857143,23.7,16.5157142857,6.75714285714,27.4666666667,8.9,32.5,22.3,145.8,2
"560","iq",2003,24,"2003-06-11",0.3135857,0.3539833,0.2658571,0.2809143,98.72,296.837142857,297.807142857,296.117142857,303.4,292.8,61.8,96.2228571429,98.72,17.6685714286,7.07142857143,27.7,9.575,33.2,21.6,107,0.2369571,0.1213143,0.1923143,0.2074,70.25,296.591428571,297.757142857,296.127142857,303.9,294.2,40.7,97.6171428571,70.25,17.6514285714,5.51428571429,27.2,8.15,33.4,22.4,72.1,0.2411429,0.1987,0.2537286,0.2544571,166.52,297.648571429,298.971428571,296.08,306.1,293.3,113.8,92.4614285714,166.52,17.6185714286,9.31428571429,27.7,8.72,35,22.4,187.9,3
