"","city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","total_cases"
"222","sj",1994,30,"1994-07-30",0.183,0.2658,0.1967286,0.1939,2.79,299.977142857,300.128571429,295.237142857,301.5,298.5,3.3,75.4357142857,2.79,16.58,2.45714285714,28.5142857143,7.22857142857,33.3,24.4,1,80
"223","sj",1994,31,"1994-08-06",0.0579247338389262,0.1311,0.1752143,0.1122143,26.96,299.575714286,299.635714286,295.362857143,301.7,297.4,22.9,77.7957142857,26.96,16.7085714286,2.21428571429,28.2571428571,6.98571428571,33.3,23.9,48.5,84
"224","sj",1994,32,"1994-08-13",0.04465,-0.0402,0.05686667,0.02865,30.03,299.518571429,299.678571429,295.465714286,301.5,297.9,12.5,78.5842857143,30.03,16.8314285714,2.35714285714,28.3857142857,7.78571428571,33.3,23.9,3.6,72
"225","sj",1994,33,"1994-08-20",0.06666667,-0.0157,0.1766167,0.22135,17.77,300.01,300.128571429,295.487142857,302.2,298.3,16.6,76.4371428571,17.77,16.8642857143,2.51428571429,28.5142857143,6.77142857143,33.3,24.4,20.4,89
"226","sj",1994,34,"1994-08-27",0.1564,0.130825,0.1920571,0.1767286,3.24,300.364285714,300.535714286,295.931428571,302.7,298.5,11.56,76.92,3.24,17.3385714286,2.64285714286,28.5714285714,6.7,32.8,24.4,4.3,115
"227","sj",1994,35,"1994-09-03",0.02185,0.14525,0.2137857,0.2040857,59.91,300.392857143,300.535714286,296.295714286,302.7,298.7,20.24,78.4828571429,59.91,17.7057142857,2.52857142857,29.4285714286,6.88571428571,33.9,25.6,11,179
"228","sj",1994,36,"1994-09-10",0.04585,0.076225,0.2916857,0.2479714,19.45,300.074285714,300.178571429,296.131428571,302.4,297.6,28.3,79.1385714286,19.45,17.5214285714,2.64285714286,29.2857142857,6.35714285714,33.3,24.4,14.4,202
"229","sj",1994,37,"1994-09-17",0.0579247338389262,0.0674690681521984,0.0955,0.192925,61.11,299.951428571,300.057142857,295.907142857,302.2,298.2,70.4,78.75,61.11,17.3057142857,2.45714285714,28.5571428571,6.9,34.4,23.9,50.8,272
"230","sj",1994,38,"1994-09-24",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,39.22,299.885714286,300.035714286,295.961428571,302.3,298.1,50.7,79.3142857143,39.22,17.3542857143,1.98571428571,28.3714285714,6.18571428571,32.2,24.4,34.3,302
"231","sj",1994,39,"1994-10-01",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,55.88,299.508571429,299.642857143,295.821428571,301.8,297.7,45.2,80.3728571429,55.88,17.2485714286,2.6,28.0142857143,6.7,33.9,23.3,31.5,395
"232","sj",1994,40,"1994-10-08",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,0.63,300.377142857,300.5,295.362857143,302.5,298.7,2.8,74.1171428571,0.63,16.7442857143,2.62857142857,28.7142857143,6.9,34.4,24.4,8.2,426
"233","sj",1994,41,"1994-10-15",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,16.7,299.638571429,299.621428571,295.481428571,302.9,297.8,40.8,78.2257142857,16.7,16.9,2.72857142857,28.3285714286,7.65714285714,35,23.9,39.2,461
"234","sj",1994,42,"1994-10-22",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,75.57,300.238571429,300.4,295.685714286,303,298.3,15.81,76.3485714286,75.57,17.1242857143,3.02857142857,28.5714285714,7.44285714286,35,23.9,5.4,381
"235","sj",1994,43,"1994-10-29",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,111.52,298.811428571,298.857142857,296.171428571,300.5,297.5,64.85,85.4171428571,111.52,17.6414285714,1.65714285714,27.6714285714,7.27142857143,32.8,23.3,39.2,333
"236","sj",1994,44,"1994-11-05",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,5.41,299.867142857,300.05,295.845714286,301.9,298.3,15.6,78.6857142857,5.41,17.2642857143,2.32857142857,28.1571428571,6.84285714286,32.2,24.4,1.9,353
"237","sj",1994,45,"1994-11-12",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,32.26,299.297142857,299.128571429,295.58,301.5,297.2,36.6,80.0957142857,32.26,16.9842857143,2.22857142857,27.3142857143,6.92857142857,31.7,22.2,54.5,410
"238","sj",1994,46,"1994-11-19",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,32.17,299.198571429,299.3,296.174285714,302.2,297.5,47.5,83.5842857143,32.17,17.6442857143,1.77142857143,27.2857142857,7.31428571429,32.8,22.2,47.5,364
"239","sj",1994,47,"1994-11-26",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,11.16,299.422857143,299.457142857,296.377142857,301.9,297.6,23.7,83.5028571429,11.16,17.8485714286,2.4,27.8571428571,7.6,33.9,23.3,49.3,359
"240","sj",1994,48,"1994-12-03",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,17.52,298.851428571,298.85,294.812857143,300.7,296.3,27.4,78.56,17.52,16.1785714286,2.1,26.8857142857,7.57142857143,31.7,21.1,35.9,288
"241","sj",1994,49,"1994-12-10",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,45.95,297.808571429,297.95,295.204285714,299.4,296.6,106.09,85.57,45.95,16.58,1.5,26.3714285714,6.18571428571,30,22.2,58.2,221
"242","sj",1994,50,"1994-12-17",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,0,298.624285714,298.742857143,293.938571429,300.5,297.2,16.5,75.4557142857,0,15.3271428571,2.28571428571,26.5857142857,7.47142857143,31.7,21.7,7.4,149
"243","sj",1994,51,"1994-12-24",0.0579247338389262,0.0674690681521984,0.177655183950927,0.165955745768811,0,298.581428571,298.692857143,294.211428571,300.6,296.9,12.2,76.9142857143,0,15.5957142857,2.72857142857,26.6428571429,8.18571428571,31.7,22.2,12.9,112
"244","sj",1995,52,"1995-01-01",0.2438,0.045,0.2152556,0.1947778,71.43,298.838571429,299.107142857,295.674285714,301.5,296.7,30.4,82.8671428571,71.43,17.0671428571,3.27142857143,27.3142857143,8.74285714286,32.8,22.2,9.2,154
"245","sj",1995,1,"1995-01-08",0.223075,0.2193333,0.2886167,0.2587429,0,297.33,297.4,292.734285714,300.1,294.7,12.5,75.8385714286,0,14.25,2.37142857143,25.7,7.68571428571,31.7,20,40.4,91
"246","sj",1995,2,"1995-01-15",0.0579247338389262,0.1416333,0.1755714,0.1716143,0,298.284285714,298.45,293.308571429,299.9,296.8,3.59,74.0471428571,0,14.6985714286,2.35714285714,25.7714285714,7.68571428571,30,21.7,10.5,72
"247","sj",1995,3,"1995-01-22",-0.1193,-0.0359,0.2122571,0.2293714,37.99,296.584285714,296.707142857,292.83,299.1,295,32.88,79.5528571429,37.99,14.2814285714,1.78571428571,24.7571428571,7.11428571429,28.9,20,29,56
"248","sj",1995,4,"1995-01-29",0.05175,0.1268,0.1772286,0.1340714,0,297.592857143,298.014285714,293.532857143,300.5,295,6.2,78.33,0,14.9471428571,3.62857142857,26.1285714286,9.04285714286,32.8,20.6,9.9,46
"249","sj",1995,5,"1995-02-05",0.0579247338389262,0.1449,0.21726,0.2099429,0,297.35,297.65,293.91,300.2,295.6,43.3,81.4042857143,0,15.2742857143,2.15714285714,25.5,7.28571428571,31.7,21.1,26.9,37
"250","sj",1995,6,"1995-02-12",0.03233333,0.059325,0.1748857,0.1713857,0,297.855714286,298.014285714,293.025714286,300.5,295.2,3.6,74.6557142857,0,14.46,3.8,26.0857142857,9.61428571429,32.8,20,0,26
"251","sj",1995,7,"1995-02-19",0.0614,0.0674690681521984,0.1753143,0.2123286,0,298.221428571,298.464285714,293.882857143,300.5,295.8,10.07,77.0214285714,0,15.2271428571,2.81428571429,26.6285714286,8.65714285714,32.2,20.6,2.8,17
"252","sj",1995,8,"1995-02-26",0.0935,0.06486667,0.1020143,0.1254143,0,297.508571429,297.514285714,293.132857143,299.4,295.9,29.08,76.6342857143,0,14.53,1.97142857143,25.9285714286,7.28571428571,31.7,21.7,29.5,17
"253","sj",1995,9,"1995-03-05",0.07355,0.06865,0.12292,0.10996,0,297.175714286,297.257142857,293.444285714,299.5,295.4,50.73,79.8171428571,0,14.8528571429,2.42857142857,25.2428571429,8.4,30.6,20,51.7,20
"254","sj",1995,10,"1995-03-12",0.14535,0.079575,0.1823429,0.1864857,0,297.081428571,297.278571429,293.811428571,299.4,295.2,36.42,82.0528571429,0,15.1914285714,2.07142857143,25.5,7.05714285714,30,21.1,16.9,11
"255","sj",1995,11,"1995-03-19",0.0739,0.1150667,0.1452,0.1547429,19.43,297.11,297.085714286,292.821428571,299.6,294.6,18.6,77.02,19.43,14.3042857143,2.05714285714,25.2571428571,6.75714285714,31.7,21.1,16.5,7
"256","sj",1995,12,"1995-03-26",0.031,0.23165,0.2074333,0.2497143,0,296.48,296.707142857,290.631428571,300.4,294,6.7,69.8614285714,0,12.4814285714,3.3,24.6285714286,8.41428571429,31.7,18.9,2.3,16
"257","sj",1995,13,"1995-04-02",0.19862,0.259575,0.24515,0.3054571,0,296.887142857,297.042857143,290.378571429,300,293.5,4.6,67.3642857143,0,12.3314285714,4,25.2428571429,7.75714285714,30,20,4.1,14
"258","sj",1995,14,"1995-04-09",0.0579247338389262,0.2494,0.2327857,0.2684143,0,297.665714286,297.921428571,292.555714286,300.9,294.6,0,73.4,0,14.1228571429,3.61428571429,25.9714285714,8.95714285714,32.8,19.4,0,16
"259","sj",1995,15,"1995-04-16",0.0579247338389262,0.03495,0.1719143,0.1489429,5.43,298.56,298.742857143,294.338571429,300.6,296.9,2.1,77.6057142857,5.43,15.7357142857,2.82857142857,27.2857142857,7.78571428571,32.8,22.8,0,5
"260","sj",1995,16,"1995-04-23",0.1017,0.1127,0.2601571,0.2366143,6.44,297.83,298.007142857,293.554285714,300.2,296,19.6,77.3214285714,6.44,15.01,2.61428571429,26.6571428571,7.3,32.8,21.1,72,2
"261","sj",1995,17,"1995-04-30",0.1281,0.150025,0.2205429,0.1873,0,297.511428571,297.685714286,292.1,300.2,295.8,2.7,71.9371428571,0,13.69,2.65714285714,26.3285714286,6.65714285714,31.1,21.7,1,6
"262","sj",1995,18,"1995-05-07",0.0579247338389262,0.1521,0.2145429,0.1579714,20.96,298.788571429,299.071428571,294.202857143,301.6,297.3,4.1,76.0728571429,20.96,15.6171428571,2.94285714286,27.8428571429,9.14285714286,34.4,22.2,2.8,5
"263","sj",1995,19,"1995-05-14",0.14345,0.1115,0.1990714,0.1708857,9.01,299.131428571,299.357142857,295.428571429,301.8,297,9,80.2614285714,9.01,16.8228571429,3,27.7714285714,7.3,34.4,22.8,29.7,4
"264","sj",1995,20,"1995-05-21",0.0363,0.096525,0.1664333,0.1605714,119.62,298.995714286,299.085714286,295.398571429,301.7,297.1,17.4,80.8657142857,119.62,16.7885714286,2.85714285714,26.9142857143,6.27142857143,31.1,21.7,101.6,3
"265","sj",1995,21,"1995-05-28",0.0322,0.1621333,0.2318286,0.2402714,204.62,299.454285714,299.578571429,295.994285714,301.7,297.3,17.3,81.4471428571,204.62,17.4128571429,2.32857142857,27.2285714286,7.34285714286,31.7,22.2,97.5,4
"266","sj",1995,22,"1995-06-04",0.0579247338389262,0.2412,0.1024714,0.1095714,178.89,299.602857143,299.607142857,295.992857143,302,298.1,20.33,80.7271428571,178.89,17.4114285714,1.95714285714,27.7,7.32857142857,33.3,23.3,9.1,16
"267","sj",1995,23,"1995-06-11",0.15495,0.0278,0.2666143,0.2119,106.04,298.688571429,298.65,295.827142857,300.2,297.5,86.8,84.3457142857,106.04,17.2171428571,1.64285714286,27.3,7.14285714286,31.1,22.8,35.5,8
"268","sj",1995,24,"1995-06-18",0.08955,0.0797,0.1817143,0.1559857,20.16,299.828571429,299.9,295.892857143,301.4,298.4,16.57,79.1371428571,20.16,17.2957142857,2.31428571429,27.7714285714,7.47142857143,32.8,22.8,43.5,7
"269","sj",1995,25,"1995-06-25",0.22135,0.2174,0.2199714,0.1920429,26.56,300.115714286,300.142857143,296.625714286,302.3,298.2,35.24,81.34,26.56,18.0528571429,2,28.8428571429,7.37142857143,33.3,24.4,10.5,10
"270","sj",1995,26,"1995-07-02",0.2319333,0.2115,0.2412286,0.2656857,2.04,300.68,300.807142857,296.741428571,302.7,298.7,13.7,79.38,2.04,18.2071428571,2.75714285714,29.2142857143,6.34285714286,33.9,24.4,15.8,14
"271","sj",1995,27,"1995-07-09",0.3093,0.2909,0.2370571,0.2420429,41.18,301.007142857,301.092857143,296.145714286,303.2,298.6,9.22,75.0657142857,41.18,17.5657142857,3.04285714286,29.6571428571,7.82857142857,34.4,25,16,7
"272","sj",1995,28,"1995-07-16",0.0579247338389262,0.17265,0.24245,0.2196714,25.89,299.944285714,299.978571429,296.582857143,302,298.5,60.59,81.96,25.89,18.0128571429,1.95714285714,29.2857142857,7.6,34.4,24.4,21.4,9
"273","sj",1995,29,"1995-07-23",0.1175,0.10775,0.1555714,0.1664857,36.58,300.401428571,300.664285714,296.848571429,302.8,299,38.3,81.09,36.58,18.3542857143,2.72857142857,29.2285714286,7.3,33.9,25,30.6,11
"274","sj",1995,30,"1995-07-30",0.0579247338389262,0.1898,0.0942,0.1322286,101.64,299.988571429,299.957142857,297.244285714,302.3,298.6,62.31,85.0885714286,101.64,18.7771428571,1.6,28.5571428571,6.57142857143,33.3,23.9,43.3,23
"275","sj",1995,31,"1995-08-06",0.0632,0.09466667,0.1584857,0.2030286,60.71,300,300,297.11,302.5,298.4,102.4,84.3757142857,60.71,18.6728571429,2.08571428571,28.7,6.75714285714,33.9,23.9,30.1,17
"276","sj",1995,32,"1995-08-13",0.047,0.047,0.1991833,0.1653571,19.79,300.262857143,300.285714286,296.558571429,302.4,298.6,40.3,80.3971428571,19.79,18.0428571429,2.14285714286,29,6.81428571429,33.9,23.3,27.3,19
"277","sj",1995,33,"1995-08-20",0.08396667,0.0917,0.1771571,0.1886714,4.05,300.554285714,300.685714286,297.27,303.8,298.2,17.7,82.6257142857,4.05,18.8571428571,3.34285714286,30.0714285714,6.94285714286,34.4,25.6,8.7,24
"278","sj",1995,34,"1995-08-27",0.1131,0.0862,0.1374,0.1324714,75.11,299.952857143,299.985714286,296.887142857,301.9,298.1,96.1,83.4914285714,75.11,18.4042857143,2.11428571429,28.4285714286,7.65714285714,33.3,23.3,66,17
"279","sj",1995,35,"1995-09-03",0.0326,0.07256667,0.17236,0.1968143,35.83,300.174285714,300.242857143,296.85,302.4,298.5,55.21,82.2257142857,35.83,18.3971428571,2.22857142857,29.1142857143,5.92857142857,32.2,24.4,12.8,28
"280","sj",1995,36,"1995-09-10",0.1071,0.1836,0.18515,0.1699571,20.23,301.218571429,301.35,296.994285714,303.9,298.2,8.6,78.1457142857,20.23,18.5457142857,3.7,29.5714285714,7.91428571429,34.4,23.9,20.4,40
"281","sj",1995,37,"1995-09-17",0.0568,0.0546,0.1436857,0.1392,40.29,300.21,300.2,297.051428571,302.2,298.1,122.7,82.9114285714,40.29,18.63,2.37142857143,29.3714285714,7.44285714286,35,24.4,77.1,33
"282","sj",1995,38,"1995-09-24",0.1186333,0.0846,0.1810167,0.2176167,121.4,300.067142857,300.135714286,296.964285714,302.5,298.3,82.5,83.3142857143,121.4,18.5285714286,2.44285714286,29.5857142857,6.91428571429,35.6,25,71.2,31
"283","sj",1995,39,"1995-10-01",0.1068,0.08366667,0.092,0.09934286,36.72,300.155714286,300.207142857,296.771428571,301.8,298.7,11.6,81.8542857143,36.72,18.2542857143,1.9,29.9571428571,7.28571428571,34.4,25.6,13.3,33
"284","sj",1995,40,"1995-10-08",0.2808,0.2151,0.1463429,0.1295571,68.18,299.781428571,299.728571429,296.66,301.9,297.2,74.5,83.1357142857,68.18,18.1457142857,2.28571428571,28.0571428571,6.77142857143,32.2,23.9,45.6,29
"285","sj",1995,41,"1995-10-15",0.040825,0.0966,0.1316,0.1375429,45.63,299.54,299.564285714,296.634285714,301.4,298,53.98,84.2071428571,45.63,18.1385714286,1.81428571429,28.3857142857,6.92857142857,32.2,24.4,19.1,30
"286","sj",1995,42,"1995-10-22",0.033625,0.09466,0.09144286,0.1194429,55.67,299.794285714,299.842857143,296.161428571,301.8,297.8,40.8,80.6642857143,55.67,17.6214285714,2.02857142857,27.8428571429,7.17142857143,33.9,23.3,39.1,36
"287","sj",1995,43,"1995-10-29",0.0579247338389262,0.1326,0.1581857,0.1374429,54.74,299.441428571,299.421428571,296.337142857,301.8,297.6,46.4,83.2142857143,54.74,17.8471428571,2.38571428571,27.4714285714,7.25714285714,32.2,23.3,53.6,48
"288","sj",1995,44,"1995-11-05",0.2346,0.07825,0.2700714,0.2854286,30.3,299.772857143,299.942857143,296.17,302.3,298.1,40.4,80.8642857143,30.3,17.67,3,28.0428571429,7.64285714286,33.9,23.3,13.5,40
"289","sj",1995,45,"1995-11-12",0.0174,0.02905,0.2089143,0.2354857,0,299.097142857,299.285714286,295.22,301.1,297.5,32.4,79.4042857143,0,16.6042857143,1.91428571429,27.2285714286,6.87142857143,31.7,23.3,53.6,28
"290","sj",1995,46,"1995-11-19",0.0406,0.07475,0.19625,0.1903429,24.86,299.622857143,299.807142857,295.37,301.9,297.8,9.9,77.6385714286,24.86,16.77,2.55714285714,27.1571428571,7.18571428571,31.1,22.8,2.8,36
"291","sj",1995,47,"1995-11-26",0.0334,0.1148667,0.2400143,0.2549,90.49,299.275714286,299.4,295.14,301.4,297.7,12.7,78.1414285714,90.49,16.5414285714,2.22857142857,27.3142857143,7.31428571429,32.2,22.8,5.9,19
"292","sj",1995,48,"1995-12-03",0.0579247338389262,0.076375,0.2411714,0.1688714,20.21,299.452857143,299.55,295.837142857,301.4,298,13.69,80.6771428571,20.21,17.2571428571,2.07142857143,27.2,7.54285714286,33.3,22.8,13.5,34
"293","sj",1995,49,"1995-12-10",0.1154,0.135,0.2653,0.2371143,0,299.201428571,299.4,294.687142857,300.8,297.6,12.8,76.3328571429,0,16.0657142857,2.25714285714,27.0142857143,7.65714285714,31.1,22.2,14.9,23
"294","sj",1995,50,"1995-12-17",-0.0139,0.01473333,0.1795,0.1348,0,298.461428571,298.578571429,294.731428571,300.3,297.4,23.6,79.9857142857,0,16.1057142857,1.84285714286,26.6142857143,7.08571428571,30.6,22.2,20.9,17
"295","sj",1995,51,"1995-12-24",0.0579247338389262,0.03596667,0.1808571,0.1116571,0,298.194285714,298.221428571,293.971428571,300.1,296.5,40.3,77.6371428571,0,15.3714285714,1.7,25.7142857143,5.85714285714,30,22.2,53.9,17
"296","sj",1996,1,"1996-01-01",0.014,0.01086667,0.09192857,0.1204429,6.35,297.412857143,297.457142857,294.54,299.5,295.9,57,84.1357142857,6.35,15.8885714286,1.65714285714,25.1857142857,4.84285714286,28.3,21.7,46.5,23
"297","sj",1996,2,"1996-01-08",0.1514333,0.1262333,0.1842429,0.1828,15,298.528571429,298.628571429,294.661428571,300.6,296.7,9.32,79.3214285714,15,16.0157142857,2.45714285714,26.2571428571,7.64285714286,31.1,21.7,24.6,14
"298","sj",1996,3,"1996-01-15",0.0149,0.07636667,0.1466571,0.1969857,55.68,297.752857143,297.864285714,294.551428571,299.6,295.9,50.3,82.5157142857,55.68,15.9171428571,2.07142857143,25.9714285714,6.88571428571,31.1,21.7,40.6,20
"299","sj",1996,4,"1996-01-22",0.0958,0.1381,0.2194571,0.2229,60.67,297.422857143,297.485714286,293.802857143,299.7,296.1,44.85,80.4771428571,60.67,15.2085714286,1.94285714286,25.5857142857,5.85714285714,28.9,22.2,47.7,13
"300","sj",1996,5,"1996-01-29",0.0627,0.1475333,0.2058429,0.2097286,0,296.628571429,296.757142857,292.04,298.2,295,28.6,75.6928571429,0,13.65,1.94285714286,24.7857142857,6.02857142857,28.3,20,32,23
"301","sj",1996,6,"1996-02-05",0.02765,0.04075,0.1646,0.1686857,0,297.307142857,297.435714286,292.581428571,299.4,295.7,11.9,74.9614285714,0,14.0585714286,2.15714285714,25.1571428571,6.81428571429,29.4,21.1,10.8,20
"302","sj",1996,7,"1996-02-12",0.06895,0.13685,0.2188143,0.2143,29.3,297.625714286,297.685714286,293.85,299.9,295,15.45,79.6642857143,29.3,15.2385714286,2.22857142857,25.3142857143,7.44285714286,31.1,21.1,25.5,16
"303","sj",1996,8,"1996-02-19",0.0579247338389262,0.0583,0.1627857,0.1252143,7.2,297.882857143,298.092857143,293.698571429,300,296.1,16.7,77.7828571429,7.2,15.1257142857,2.72857142857,25.9714285714,7.71428571429,31.7,21.1,22.1,16
"304","sj",1996,9,"1996-02-26",0.076,0.108975,0.2699333,0.2227714,177.58,297.598571429,297.707142857,293.731428571,299.6,296,15.67,79.1985714286,177.58,15.1285714286,2.3,25.5571428571,7.21428571429,29.4,21.1,4.6,23
"305","sj",1996,10,"1996-03-04",0.0579247338389262,0.11005,0.1926667,0.1776429,9.96,297.292857143,297.478571429,292.128571429,299.6,295.5,3.2,73.06,9.96,13.6957142857,2.52857142857,25.5714285714,7.91428571429,30.6,20.6,3.3,14
"306","sj",1996,11,"1996-03-11",0.03786667,0.0368,0.1764286,0.1658571,0,297.988571429,298.178571429,293.561428571,299.9,296.6,8.6,76.4828571429,0,14.9428571429,2.21428571429,26.2428571429,7.2,31.1,21.7,12.7,15
"307","sj",1996,12,"1996-03-18",0.07713333,0.1118,0.1855286,0.2112714,0,297.428571429,297.6,293.834285714,300.6,295.2,28,80.6471428571,0,15.2357142857,2.54285714286,26.2,7.7,32.2,22.2,14.2,4
"308","sj",1996,13,"1996-03-25",0.0579247338389262,-0.0457,0.1378857,0.1538429,0,298.188571429,298.364285714,293.084285714,300.4,296.7,2.8,73.4257142857,0,14.5285714286,2.92857142857,26.4,9.02857142857,32.2,20.6,0.5,5
"309","sj",1996,14,"1996-04-01",0.0448,0.024225,0.0851,0.1079429,0,297.21,297.407142857,293.321428571,300.3,295.4,28.8,79.02,0,14.7271428571,2.55714285714,25.9285714286,6.9,31.1,21.7,21.6,5
"310","sj",1996,15,"1996-04-08",0.0497,0.1488,0.1627286,0.1776429,49.18,298.135714286,298.207142857,294.365714286,300.8,296.3,27.9,79.7757142857,49.18,15.7514285714,2.52857142857,26.2285714286,7.68571428571,32.2,21.7,80.5,11
"311","sj",1996,16,"1996-04-15",0.08893333,0.12235,0.2162143,0.2278286,46.16,297.852857143,298.092857143,293.8,300.7,295.7,24.22,78.3114285714,46.16,15.1857142857,2.3,26.1285714286,6.72857142857,32.2,21.1,8.9,11
"312","sj",1996,17,"1996-04-22",0.0579247338389262,0.1078,0.1786857,0.1805143,0,298.228571429,298.464285714,293.282857143,300.4,297,10.9,74.1714285714,0,14.7057142857,2.38571428571,26.1285714286,6.4,30,22.2,8.2,7
"313","sj",1996,18,"1996-04-29",0.3144667,0.1974,0.2231,0.2046286,5.63,298.007142857,298.092857143,293.538571429,299.8,296.6,21.5,76.3942857143,5.63,14.9385714286,1.84285714286,26.0142857143,6.62857142857,30,22.2,25.6,4
"314","sj",1996,19,"1996-05-06",-0.0464,-0.0384,0.0964,0.09445714,0,297.71,297.8,292.915714286,299.4,296.3,11.1,74.7928571429,0,14.3614285714,2.17142857143,25.4428571429,6.32857142857,29.4,21.7,10.6,6
"315","sj",1996,20,"1996-05-13",0.0579247338389262,0.07175,0.1463,0.1586429,21.7,297.595714286,297.628571429,294.451428571,300.1,296.2,68.2,82.84,21.7,15.7971428571,1.71428571429,25.8428571429,5.54285714286,29.4,22.2,44.8,5
"316","sj",1996,21,"1996-05-20",0.0339,0.0557,0.2153167,0.21815,44.07,298.658571429,298.921428571,295.467142857,300.7,297.4,17.9,82.78,44.07,16.8571428571,2.44285714286,26.7285714286,6.34285714286,30.6,22.8,0.8,2
"317","sj",1996,22,"1996-05-27",0.09985,0.1066,0.1409857,0.1087857,68.06,299.441428571,299.592857143,296.237142857,301.8,297.5,21.71,82.7514285714,68.06,17.66,2.81428571429,28.1142857143,6.91428571429,33.3,23.3,9.4,4
"318","sj",1996,23,"1996-06-03",0.0529,0.080075,0.1793143,0.1579,137.06,299.254285714,299.192857143,296.005714286,301.4,297.9,24.38,82.3685714286,137.06,17.3942857143,2.07142857143,27.8142857143,7.02857142857,32.2,23.9,2.3,2
"319","sj",1996,24,"1996-06-10",0.0986,0.0893,0.12375,0.13545,27.82,298.742857143,298.828571429,295.438571429,300.6,297.5,43.3,82.2357142857,27.82,16.8,2.02857142857,26.9428571429,5.98571428571,31.1,23.3,40.9,4
"320","sj",1996,25,"1996-06-17",0.07125,0.0646,0.1461,0.1561714,47.93,298.49,298.564285714,295.435714286,300.8,297.1,73.7,83.3228571429,47.93,16.81,1.92857142857,26.4428571429,5.8,30.6,22.8,84.6,6
"321","sj",1996,26,"1996-06-24",0.16555,0.1205,0.1861857,0.1705857,15.99,299.641428571,299.707142857,296.044285714,301.8,297.6,22.5,80.9071428571,15.99,17.4685714286,2.24285714286,27.6857142857,5.92857142857,32.8,23.3,19.3,6
"322","sj",1996,27,"1996-07-01",0.0579247338389262,0.07375,0.2217833,0.1834333,6.01,299.581428571,299.685714286,295.834285714,301.5,297.5,23.9,80.0614285714,6.01,17.2114285714,1.97142857143,27.9428571429,6.37142857143,32.2,24.4,5.9,4
"323","sj",1996,28,"1996-07-08",0.05763333,0.07825,0.1641167,0.1680333,24.35,299.734285714,299.835714286,296.341428571,302,297.9,35.23,81.8357142857,24.35,17.7642857143,2.24285714286,28.0142857143,6.37142857143,32.8,23.3,43.5,6
"324","sj",1996,29,"1996-07-15",0.1121,0.095425,0.1674286,0.1645429,97.22,299.018571429,299.064285714,296.124285714,301.4,297.1,123.2,84.3228571429,97.22,17.5385714286,2.24285714286,27.2714285714,5.62857142857,31.1,23.9,53.6,11
"325","sj",1996,30,"1996-07-22",0.0038,-0.0106,0.14715,0.1767833,14.89,299.714285714,299.964285714,295.794285714,302,298,15.8,79.1985714286,14.89,17.1457142857,2.32857142857,27.5142857143,5.47142857143,31.1,23.9,9.9,16
"326","sj",1996,31,"1996-07-29",0.09683333,0.115,0.1986143,0.2044429,41.78,299.394285714,299.457142857,296.03,301.4,297.5,39.1,81.91,41.78,17.39,2.2,27.1714285714,5.15714285714,30,23.9,79.3,9
"327","sj",1996,32,"1996-08-05",0.0579247338389262,0.05435,0.1329714,0.1440857,34.04,299.137142857,299.121428571,296.408571429,300.7,297.7,67.71,85.01,34.04,17.81,1.7,27.6714285714,5.34285714286,30.6,24.4,31.9,12
"328","sj",1996,33,"1996-08-12",0.0795,0.0291,0.14252,0.2317,19.92,299.651428571,299.792857143,296.078571429,301.8,298.1,29.2,80.9357142857,19.92,17.48,2.61428571429,28.0142857143,6.12857142857,31.7,22.8,14.3,13
"329","sj",1996,34,"1996-08-19",0.0579247338389262,0.09555,0.3094667,0.2312,110.91,298.984285714,299.042857143,296.128571429,300.7,297.6,68.7,84.3442857143,110.91,17.5228571429,1.97142857143,26.7857142857,6.62857142857,31.1,22.8,80.6,27
"330","sj",1996,35,"1996-08-26",0.01203333,0.07396667,0.2981857,0.3126,15.74,299.945714286,300.035714286,295.985714286,302.4,298,33.7,79.2728571429,15.74,17.4228571429,2.55714285714,27.7571428571,6.21428571429,33.3,23.9,22.6,21
